# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr 14 14:17:26 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
pl_hostname,pl_name,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,st_teff,st_mass,st_rad,st_lum
Kepler-725,Kepler-725 b,39.64317811,,,,0.948,5363.00,0.88,0.84,
Kepler-726,Kepler-726 b,21.80451088,,,,0.291,5452.00,0.88,0.85,
Kepler-727,Kepler-727 b,5.15448442,,,,0.226,5441.00,0.89,0.86,
Kepler-728,Kepler-728 b,5.74347727,,,,0.298,5660.00,0.95,0.93,
Kepler-729,Kepler-729 b,3.16635371,,,,0.319,5633.00,0.94,0.91,
Kepler-730,Kepler-730 b,6.49168281,0.069400,,,1.100,5620.00,1.05,1.41,
Kepler-730,Kepler-730 c,2.85188338,0.039970,,,0.140,5620.00,1.05,1.41,
Kepler-731,Kepler-731 b,3.85560355,,,,1.238,5849.00,1.03,1.06,
Kepler-732,Kepler-732 b,9.46781405,,,,0.194,3631.00,0.49,0.46,
Kepler-732,Kepler-732 c,0.89304124,,,,0.113,3631.00,0.49,0.46,
Kepler-733,Kepler-733 b,20.83424726,,,,0.252,5418.00,0.90,0.86,
Kepler-734,Kepler-734 b,6.10485286,,,,0.318,5326.00,0.85,0.78,
Kepler-735,Kepler-735 b,11.51516988,,,,0.263,5107.00,0.85,0.80,
Kepler-736,Kepler-736 b,3.60147201,,,,0.261,5217.00,0.86,0.81,
Kepler-737,Kepler-737 b,28.59915399,,,,0.175,3813.00,0.51,0.48,
Kepler-738,Kepler-738 b,24.58721573,,,,0.223,5327.00,0.86,0.82,
Kepler-739,Kepler-739 b,12.53248465,,,,0.296,5601.00,0.93,0.90,
Kepler-74,Kepler-74 b,7.34071100,0.078100,0.000000,0.63000,0.960,6000.00,1.18,1.12,
Kepler-740,Kepler-740 b,3.58410122,,,,0.408,5438.00,0.91,0.87,
Kepler-741,Kepler-741 b,7.03902374,,,,0.265,6129.00,1.16,1.24,
Kepler-742,Kepler-742 b,8.36086824,,,,0.289,4642.00,0.76,0.71,
Kepler-743,Kepler-743 b,3.17926292,,,,0.108,5486.00,0.94,0.85,
Kepler-744,Kepler-744 b,12.06222443,,,,0.145,5594.00,0.94,0.93,
Kepler-745,Kepler-745 b,9.93143556,,,,0.193,5849.00,1.04,1.04,
Kepler-746,Kepler-746 b,3.48159251,,,,0.099,5418.00,0.91,0.93,
Kepler-747,Kepler-747 b,35.61760587,,,,0.470,5096.00,0.82,0.78,
Kepler-748,Kepler-748 b,7.40742793,,,,0.225,5934.00,1.07,1.10,
Kepler-749,Kepler-749 b,17.31716585,,,,0.277,5009.00,0.79,0.75,
Kepler-75,Kepler-75 b,8.88491160,0.081800,0.570000,10.10000,1.050,5200.00,0.91,0.89,
Kepler-750,Kepler-750 b,9.42887179,,,,0.274,6160.00,1.15,1.23,
Kepler-750,Kepler-750 c,4.08899022,,,,0.145,6160.00,1.15,1.23,
Kepler-751,Kepler-751 b,17.44490636,,,,0.219,5387.00,0.87,0.84,
Kepler-752,Kepler-752 b,18.82747265,,,,0.251,5373.00,0.87,0.83,
Kepler-753,Kepler-753 b,5.74772501,,,,0.170,4346.00,0.68,0.65,
Kepler-754,Kepler-754 b,14.55962370,,,,0.179,5935.00,1.06,1.08,
Kepler-755,Kepler-755 b,1.26909037,,,,0.157,5043.00,0.82,0.77,
Kepler-755,Kepler-755 c,2.85313364,,,,0.112,5043.00,0.82,0.77,
Kepler-756,Kepler-756 b,1.22486632,,,,0.100,5282.00,0.82,0.79,
Kepler-757,Kepler-757 b,1.02267882,,,,0.121,6014.00,1.08,1.13,
Kepler-758,Kepler-758 b,12.10971040,,,,0.221,6228.00,1.16,1.42,
Kepler-758,Kepler-758 c,4.75793986,,,,0.151,6228.00,1.16,1.42,
Kepler-758,Kepler-758 d,20.49661970,,,,0.189,6228.00,1.16,1.42,
Kepler-758,Kepler-758 e,8.19347190,,,,0.136,6228.00,1.16,1.42,
Kepler-759,Kepler-759 b,41.80598500,,,,0.203,5860.00,1.04,1.04,
Kepler-76,Kepler-76 b,1.54492980,0.027400,,2.01000,1.360,6409.00,1.20,1.32,
Kepler-760,Kepler-760 b,8.70419416,,,,0.273,5322.00,0.89,0.85,
Kepler-760,Kepler-760 c,2.46697439,,,,0.132,5322.00,0.89,0.85,
Kepler-761,Kepler-761 b,10.12804789,,,,0.181,5706.00,0.95,0.93,
Kepler-762,Kepler-762 b,3.77055210,,,,1.131,5944.00,1.06,1.08,
Kepler-763,Kepler-763 b,1.19655156,,,,0.109,5166.00,0.84,0.80,
Kepler-764,Kepler-764 b,7.33683936,,,,0.146,5557.00,0.92,0.89,
Kepler-765,Kepler-765 b,27.66552260,,,,0.217,5901.00,1.05,1.06,
Kepler-766,Kepler-766 b,6.10027804,,,,0.302,5992.00,1.10,1.15,
Kepler-767,Kepler-767 b,161.52801010,,,,0.592,5694.00,0.96,0.94,
Kepler-768,Kepler-768 b,11.39100250,,,,0.160,5108.00,0.82,0.78,
Kepler-769,Kepler-769 b,7.42608998,,,,0.261,6186.00,1.19,1.28,
Kepler-769,Kepler-769 c,15.98701740,,,,0.160,6186.00,1.19,1.28,
Kepler-77,Kepler-77 b,3.57878087,0.045010,0.000000,0.43000,0.960,5520.00,0.95,0.99,
Kepler-770,Kepler-770 b,18.92540274,,,,0.205,5598.00,0.94,0.92,
Kepler-770,Kepler-770 c,1.47532231,,,,0.107,5598.00,0.94,0.92,
Kepler-770,Kepler-770 d,4.15244722,,,,0.125,5598.00,0.94,0.92,
Kepler-771,Kepler-771 b,8.73485836,,,,0.162,5906.00,1.03,1.05,
Kepler-772,Kepler-772 b,12.99207337,,,,0.162,5714.00,0.98,1.11,
Kepler-773,Kepler-773 b,3.74910006,,,,0.128,5850.00,1.04,1.01,
Kepler-774,Kepler-774 b,11.08957230,,,,0.283,6403.00,1.57,2.42,
Kepler-775,Kepler-775 b,0.97486893,,,,0.106,5468.00,0.92,0.84,
Kepler-776,Kepler-776 b,4.89718784,,,,0.114,5071.00,0.83,0.78,
Kepler-777,Kepler-777 b,5.72812599,,,,0.131,4043.00,0.58,0.56,
Kepler-778,Kepler-778 b,3.75574426,,,,0.150,5102.00,0.81,0.77,
Kepler-779,Kepler-779 b,7.09714223,,,,0.082,3804.00,0.46,0.44,
Kepler-78,Kepler-78 b,0.35500744,,,0.01000,0.100,5089.00,0.84,0.75,
Kepler-780,Kepler-780 b,0.67737516,,,,0.079,5769.00,1.01,1.02,
Kepler-781,Kepler-781 b,13.21407320,,,,0.258,5162.00,0.81,0.78,
Kepler-782,Kepler-782 b,158.68533080,,,,0.286,5867.00,0.98,1.01,
Kepler-783,Kepler-783 b,4.29264638,,,,0.070,5521.00,0.93,0.89,
Kepler-784,Kepler-784 b,31.59226460,,,,0.141,5674.00,1.00,1.32,
Kepler-785,Kepler-785 b,1.97376093,,,,1.162,4739.00,0.77,0.71,
Kepler-786,Kepler-786 b,53.52934870,,,,0.217,4838.00,0.81,0.74,
Kepler-787,Kepler-787 b,0.92831050,,,,0.114,4248.00,0.65,0.62,
Kepler-788,Kepler-788 b,8.39846269,,,,0.227,6159.00,1.16,1.23,
Kepler-789,Kepler-789 b,8.63847725,,,,0.189,5870.00,1.01,1.02,
Kepler-79,Kepler-79 b,13.48450000,0.117000,0.015000,0.03430,0.310,6174.00,1.17,1.30,0.342
Kepler-79,Kepler-79 c,27.40290000,0.187000,0.030000,0.01900,0.332,6174.00,1.17,1.30,0.342
Kepler-79,Kepler-79 d,52.09020000,0.287000,0.025000,0.01900,0.639,6174.00,1.17,1.30,0.342
Kepler-79,Kepler-79 e,81.06590000,0.386000,0.012000,0.01300,0.311,6174.00,1.17,1.30,0.342
Kepler-790,Kepler-790 b,13.73469807,,,,0.194,5208.00,0.84,0.80,
Kepler-791,Kepler-791 b,14.55397590,,,,0.272,6383.00,1.30,1.47,
Kepler-792,Kepler-792 b,11.30119217,,,,0.175,5971.00,1.09,1.12,
Kepler-793,Kepler-793 b,4.24153639,,,,0.122,5745.00,0.98,0.97,
Kepler-794,Kepler-794 b,11.13125132,,,,0.188,5839.00,1.19,1.38,
Kepler-795,Kepler-795 b,29.61934210,,,,0.150,5631.00,0.94,0.96,
Kepler-796,Kepler-796 b,6.40087618,,,,0.116,5475.00,0.93,1.09,
Kepler-797,Kepler-797 b,27.07237711,,,,0.194,5680.00,0.96,0.95,
Kepler-798,Kepler-798 b,13.71933369,,,,0.213,6224.00,1.19,1.29,
Kepler-799,Kepler-799 b,133.46052350,,,,0.614,5681.00,0.95,0.93,
Kepler-8,Kepler-8 b,3.52249910,0.047400,,0.59000,1.416,6213.00,1.21,1.49,
Kepler-80,Kepler-80 b,7.05246000,0.064800,,0.02180,0.238,4540.00,0.73,0.68,-0.770
Kepler-80,Kepler-80 c,9.52355000,0.079200,,0.02121,0.244,4540.00,0.73,0.68,-0.770
Kepler-80,Kepler-80 d,3.07222000,0.037200,,0.02124,0.136,4540.00,0.73,0.68,-0.770
Kepler-80,Kepler-80 e,4.64489000,0.049100,,0.01299,0.143,4540.00,0.73,0.68,-0.770
Kepler-80,Kepler-80 f,0.98678730,0.017500,,,0.108,4540.00,0.73,0.68,-0.770
Kepler-80,Kepler-80 g,14.64558000,,,,0.101,4540.00,0.73,0.68,-0.770
Kepler-800,Kepler-800 b,14.13176026,,,,0.254,5315.00,0.85,0.82,
Kepler-801,Kepler-801 b,11.41928253,,,,0.178,4435.00,0.67,0.63,
Kepler-802,Kepler-802 b,40.05874730,,,,0.316,5507.00,0.93,0.90,
Kepler-803,Kepler-803 b,50.28638192,,,,0.338,5919.00,1.05,1.12,
Kepler-804,Kepler-804 b,14.37457351,,,,0.173,5817.00,1.01,1.05,
Kepler-804,Kepler-804 c,9.65185017,,,,0.102,5817.00,1.01,1.05,
Kepler-805,Kepler-805 b,30.86389310,,,,0.258,6112.00,1.19,1.65,
Kepler-806,Kepler-806 b,8.09219642,,,,0.102,5770.00,0.99,1.16,
Kepler-807,Kepler-807 b,117.93108781,,,,0.930,5965.00,1.04,1.06,
Kepler-808,Kepler-808 b,0.63133235,,,,0.130,4653.00,0.76,0.71,
Kepler-809,Kepler-809 b,55.63934000,,,,0.269,5734.00,0.99,0.98,
Kepler-81,Kepler-81 b,5.95500000,,,,0.216,4500.00,,0.59,
Kepler-81,Kepler-81 c,12.04000000,,,,0.211,4500.00,,0.59,
Kepler-81,Kepler-81 d,20.83784600,0.128000,,,0.108,4500.00,,0.59,
Kepler-810,Kepler-810 b,4.59725385,,,,0.172,5803.00,1.03,1.04,
Kepler-811,Kepler-811 b,23.58447697,,,,0.241,5747.00,1.01,1.24,
Kepler-812,Kepler-812 b,10.11716531,,,,0.317,6761.00,1.45,1.71,
Kepler-813,Kepler-813 b,19.12947337,,,,0.191,5743.00,0.95,0.93,
Kepler-814,Kepler-814 b,6.14698510,,,,0.189,6162.00,1.15,1.22,
Kepler-815,Kepler-815 b,8.57503552,,,,0.367,5028.00,1.25,3.42,
Kepler-816,Kepler-816 b,10.50682565,,,,0.914,5286.00,0.90,0.85,
Kepler-817,Kepler-817 b,3.99010623,,,,0.806,5861.00,1.03,1.03,
Kepler-818,Kepler-818 b,10.03538581,,,,0.456,5638.00,0.94,0.92,
Kepler-819,Kepler-819 b,33.19956480,,,,0.246,5279.00,0.86,0.81,
Kepler-82,Kepler-82 b,26.44000000,0.168300,0.003300,0.03823,0.363,,0.91,0.90,
Kepler-82,Kepler-82 c,51.54000000,0.262600,0.007000,0.04373,0.476,,0.91,0.90,
Kepler-82,Kepler-82 d,2.38296100,0.034000,,,0.158,,0.91,0.90,
Kepler-82,Kepler-82 e,5.90220600,0.063000,,,0.220,,0.91,0.90,
Kepler-82,Kepler-82 f,75.73200000,0.339500,0.001400,0.06576,,,0.91,0.90,
Kepler-820,Kepler-820 b,127.83380980,,,,0.543,6260.00,1.23,1.36,
Kepler-821,Kepler-821 b,1.92279873,,,,0.117,5191.00,0.84,0.80,
Kepler-822,Kepler-822 b,3.22296927,,,,0.158,5928.00,1.06,1.08,
Kepler-823,Kepler-823 b,4.16809082,,,,0.140,5643.00,0.98,0.96,
Kepler-824,Kepler-824 b,4.51436633,,,,0.167,6035.00,1.15,1.22,
Kepler-825,Kepler-825 b,3.77360059,,,,0.136,5976.00,1.03,1.08,
Kepler-825,Kepler-825 c,8.18182460,,,,0.164,5976.00,1.03,1.08,
Kepler-826,Kepler-826 b,4.48758907,,,,0.112,6079.00,1.05,1.15,
Kepler-827,Kepler-827 b,51.92927591,,,,0.502,5602.00,0.93,0.91,
Kepler-828,Kepler-828 b,0.56785714,,,,0.135,5039.00,0.81,0.77,
Kepler-829,Kepler-829 b,6.88337562,,,,0.188,5698.00,0.98,0.97,
Kepler-83,Kepler-83 b,9.77000000,,,,0.252,4648.00,,0.59,
Kepler-83,Kepler-83 c,20.09000000,,,,0.211,4648.00,,0.59,
Kepler-83,Kepler-83 d,5.16979600,0.051000,,,0.173,4648.00,,0.59,
Kepler-830,Kepler-830 b,11.29695137,,,,0.152,6037.00,1.07,1.11,
Kepler-831,Kepler-831 b,5.62153941,,,,0.113,5732.00,0.99,0.97,
Kepler-832,Kepler-832 b,7.13969410,,,,0.184,5596.00,0.92,0.90,
Kepler-833,Kepler-833 b,18.75469980,,,,0.180,4339.00,0.64,0.62,
Kepler-834,Kepler-834 b,13.32388301,,,,0.180,4554.00,0.70,0.66,
Kepler-835,Kepler-835 b,11.41909375,,,,0.249,5954.00,1.08,1.11,
Kepler-836,Kepler-836 b,11.36112327,,,,0.244,5895.00,1.03,1.04,
Kepler-837,Kepler-837 b,16.56059504,,,,0.228,5403.00,0.85,0.81,
Kepler-838,Kepler-838 b,15.74957994,,,,0.244,5770.00,0.98,0.96,
Kepler-839,Kepler-839 b,37.81445140,,,,0.229,6058.00,1.22,1.31,
Kepler-84,Kepler-84 b,8.72600000,,,,0.199,6031.00,,1.17,
Kepler-84,Kepler-84 c,12.88300000,,,,0.211,6031.00,,1.17,
Kepler-84,Kepler-84 d,4.22453700,0.052000,,,0.123,6031.00,,1.17,
Kepler-84,Kepler-84 e,27.43438900,0.181000,,,0.232,6031.00,,1.17,
Kepler-84,Kepler-84 f,44.55216900,0.250000,,,0.196,6031.00,,1.17,
Kepler-840,Kepler-840 b,2.49577962,,,,1.523,5920.00,1.04,1.06,
Kepler-841,Kepler-841 b,124.41983980,,,,0.467,5324.00,0.85,0.81,
Kepler-842,Kepler-842 b,1.21956827,,,,0.143,4848.00,0.78,0.73,
Kepler-843,Kepler-843 b,2.05387982,,,,0.231,5830.00,1.02,1.03,
Kepler-844,Kepler-844 b,2.61302086,,,,0.150,4128.00,0.59,0.57,
Kepler-845,Kepler-845 b,0.92785982,,,,0.182,4913.00,0.79,0.75,
Kepler-846,Kepler-846 b,19.80792185,,,,0.221,5579.00,0.94,0.91,
Kepler-847,Kepler-847 b,2.34323190,,,,0.105,4940.00,0.83,0.77,
Kepler-848,Kepler-848 b,6.91134416,,,,0.152,5695.00,1.01,1.20,
Kepler-849,Kepler-849 b,394.62449040,,,,0.637,6059.00,1.23,1.64,
Kepler-85,Kepler-85 b,8.30600000,,,,0.176,5436.00,,0.89,
Kepler-85,Kepler-85 c,12.51300000,,,,0.194,5436.00,,0.89,
Kepler-85,Kepler-85 d,17.91323000,0.130000,,,0.107,5436.00,,0.89,
Kepler-85,Kepler-85 e,25.21675100,0.163000,,,0.113,5436.00,,0.89,
Kepler-850,Kepler-850 b,7.19303878,,,,0.159,5932.00,1.06,1.09,
Kepler-851,Kepler-851 b,8.50699658,,,,0.150,5455.00,0.89,0.85,
Kepler-852,Kepler-852 b,44.93098040,,,,0.227,6100.00,1.19,1.16,
Kepler-853,Kepler-853 b,7.16892463,,,,0.151,6350.00,1.30,1.55,
Kepler-854,Kepler-854 b,2.14463285,,,,1.492,6179.00,1.17,1.27,
Kepler-855,Kepler-855 b,7.88663110,,,,0.745,5835.00,1.03,1.03,
Kepler-856,Kepler-856 b,8.02768059,,,,0.830,5535.00,0.96,0.93,
Kepler-857,Kepler-857 b,85.35129427,,,,0.607,5773.00,0.99,0.99,
Kepler-858,Kepler-858 b,76.13602028,,,,0.434,5653.00,0.96,0.91,
Kepler-859,Kepler-859 b,20.38177573,,,,0.276,5020.00,0.81,0.77,
Kepler-860,Kepler-860 b,5.10137945,,,,0.289,5836.00,1.04,1.06,
Kepler-861,Kepler-861 b,3.94963138,,,,0.203,5047.00,0.82,0.78,
Kepler-862,Kepler-862 b,3.14866453,,,,0.197,5333.00,0.88,0.84,
Kepler-863,Kepler-863 b,15.59461874,,,,0.259,5678.00,0.96,0.95,
Kepler-864,Kepler-864 b,5.83376092,,,,0.214,5754.00,1.00,1.00,
Kepler-865,Kepler-865 b,14.16399294,,,,0.222,5570.00,0.93,0.92,
Kepler-866,Kepler-866 b,2.61703254,,,,0.145,4751.00,0.75,0.71,
Kepler-867,Kepler-867 b,150.24212700,,,,0.414,5541.00,0.92,0.91,
Kepler-868,Kepler-868 b,5.03251791,,,,0.183,5614.00,0.93,0.89,
Kepler-869,Kepler-869 b,40.42877550,,,,0.322,5664.00,0.97,0.95,
Kepler-87,Kepler-87 b,114.73635000,0.481000,0.036000,1.02000,1.204,5600.00,1.10,1.82,
Kepler-87,Kepler-87 c,191.23180000,0.676000,0.039000,0.02000,0.548,5600.00,1.10,1.82,
Kepler-870,Kepler-870 b,21.35876210,,,,0.248,5857.00,1.01,1.02,
Kepler-871,Kepler-871 b,22.04590180,,,,0.334,5993.00,1.11,1.14,
Kepler-872,Kepler-872 b,2.57885507,,,,0.178,5902.00,1.05,1.08,
Kepler-873,Kepler-873 b,20.55338440,,,,0.335,6163.00,1.18,1.27,
Kepler-874,Kepler-874 b,40.06867270,,,,0.352,6020.00,1.09,1.13,
Kepler-875,Kepler-875 b,27.50737990,,,,0.259,5958.00,1.06,1.11,
Kepler-876,Kepler-876 b,5.14438011,,,,0.128,5060.00,0.81,0.77,
Kepler-877,Kepler-877 b,18.45847097,,,,0.189,5261.00,0.85,0.81,
Kepler-878,Kepler-878 b,25.94220330,,,,0.172,5044.00,0.81,0.77,
Kepler-879,Kepler-879 b,33.38559380,,,,0.229,5792.00,1.02,1.02,
Kepler-880,Kepler-880 b,7.71468975,,,,0.237,6761.00,1.46,1.74,
Kepler-881,Kepler-881 b,4.44448017,,,,0.159,5961.00,1.06,1.09,
Kepler-882,Kepler-882 b,3.98953967,,,,0.110,5476.00,0.90,0.87,
Kepler-883,Kepler-883 b,12.98495573,,,,0.159,6116.00,1.06,1.09,
Kepler-884,Kepler-884 b,5.69919514,,,,0.110,5715.00,1.00,0.94,
Kepler-885,Kepler-885 b,18.11472949,,,,0.223,6187.00,1.21,1.35,
Kepler-886,Kepler-886 b,6.24146367,,,,0.136,6098.00,1.10,1.16,
Kepler-887,Kepler-887 b,20.42228798,,,,0.164,6194.00,1.19,1.29,
Kepler-887,Kepler-887 c,7.63846023,,,,0.101,6194.00,1.19,1.29,
Kepler-888,Kepler-888 b,70.69790610,,,,0.157,5875.00,0.97,0.90,
Kepler-889,Kepler-889 b,3.74443900,,,,0.097,5961.00,1.14,1.25,
Kepler-890,Kepler-890 b,52.75875577,,,,0.793,5954.00,1.09,1.13,
Kepler-891,Kepler-891 b,53.44945593,,,,0.572,5887.00,1.06,1.07,
Kepler-892,Kepler-892 b,13.75210720,,,,0.251,4747.00,0.75,0.72,
Kepler-893,Kepler-893 b,6.33855761,,,,0.270,5820.00,1.00,0.99,
Kepler-894,Kepler-894 b,9.80322400,,,,0.248,5603.00,0.87,0.85,
Kepler-895,Kepler-895 b,2.80624233,,,,0.137,4315.00,0.65,0.61,
Kepler-896,Kepler-896 b,144.54739600,,,,0.226,5262.00,0.84,0.81,
Kepler-897,Kepler-897 b,8.04726420,,,,0.213,5839.00,1.03,1.04,
Kepler-898,Kepler-898 b,5.87061910,,,,0.133,4223.00,0.65,0.62,
Kepler-899,Kepler-899 b,19.17891293,,,,0.239,5595.00,0.93,0.91,
Kepler-9,Kepler-9 b,19.23891000,0.143000,0.060900,0.13655,0.740,5774.00,1.02,0.96,-0.038
Kepler-9,Kepler-9 c,38.98530000,0.227000,0.066910,0.09408,0.721,5774.00,1.02,0.96,-0.038
Kepler-9,Kepler-9 d,1.59285100,0.027300,,,0.146,5774.00,1.02,0.96,-0.038
KOI-351,Kepler-90 i,14.44912000,,,,0.118,6080.00,1.20,1.20,
Kepler-900,Kepler-900 b,6.99130860,,,,0.186,4836.00,0.78,0.73,
Kepler-901,Kepler-901 b,3.51749439,,,,0.122,4184.00,0.59,0.57,
Kepler-902,Kepler-902 b,40.10995470,,,,0.227,5647.00,0.95,0.93,
Kepler-903,Kepler-903 b,10.35077210,,,,0.179,5682.00,0.98,0.97,
Kepler-903,Kepler-903 c,62.92285570,,,,0.226,5682.00,0.98,0.97,
Kepler-904,Kepler-904 b,3.02166863,,,,0.158,6160.00,1.16,1.25,
Kepler-905,Kepler-905 b,5.08274652,,,,0.126,5461.00,0.95,0.86,
Kepler-906,Kepler-906 b,41.69799760,,,,0.188,6035.00,1.06,1.02,
Kepler-907,Kepler-907 b,15.86621821,,,,0.107,6106.00,1.08,1.38,
Kepler-908,Kepler-908 b,1.34059747,,,,0.109,5973.00,1.11,1.12,
Kepler-909,Kepler-909 b,13.93290318,,,,0.131,6154.00,1.17,1.23,
Kepler-91,Kepler-91 b,6.24658000,0.073100,,0.81000,1.367,4550.00,1.31,6.30,
Kepler-910,Kepler-910 b,2.36436901,,,,0.073,6230.00,1.26,1.50,
Kepler-911,Kepler-911 b,20.31050100,,,,0.232,6112.00,1.34,1.99,
Kepler-912,Kepler-912 b,2.53475627,,,,0.250,5998.00,1.07,1.11,
Kepler-913,Kepler-913 b,10.29672521,,,,0.184,4687.00,0.63,0.61,
Kepler-914,Kepler-914 b,4.40966548,,,,0.123,5877.00,1.10,1.15,
Kepler-915,Kepler-915 b,4.59489604,,,,0.134,6173.00,1.21,1.38,
Kepler-916,Kepler-916 b,32.29687980,,,,0.157,5248.00,0.85,0.81,
Kepler-917,Kepler-917 b,2.97041437,,,,0.170,5418.00,0.80,0.76,
Kepler-918,Kepler-918 b,4.85386933,,,,0.155,6028.00,1.11,1.14,
Kepler-919,Kepler-919 b,11.04603384,,,,0.201,6113.00,1.15,1.21,
Kepler-92,Kepler-92 b,13.74900000,,,0.20200,0.313,5883.00,,1.53,
Kepler-92,Kepler-92 c,26.72300000,,,0.01900,0.232,5883.00,,1.53,
Kepler-92,Kepler-92 d,49.35680000,,0.070000,,0.184,5883.00,,1.53,
Kepler-920,Kepler-920 b,6.53192704,,,,0.216,5403.00,0.89,0.85,
Kepler-920,Kepler-920 c,100.82741130,,,,0.339,5403.00,0.89,0.85,
Kepler-921,Kepler-921 b,51.30063400,,,,0.256,5663.00,0.93,0.91,
Kepler-922,Kepler-922 b,0.93846683,,,,0.127,5671.00,0.95,0.93,
Kepler-923,Kepler-923 b,6.93366476,,,,0.123,5988.00,1.11,1.26,
Kepler-924,Kepler-924 b,61.03701170,,,,0.274,6167.00,1.14,1.23,
Kepler-925,Kepler-925 b,33.86785310,,,,0.209,4673.00,0.77,0.72,
Kepler-926,Kepler-926 b,52.06886010,,,,0.206,5806.00,1.01,1.01,
Kepler-927,Kepler-927 b,9.11499030,,,,0.153,5743.00,0.99,0.99,
Kepler-928,Kepler-928 b,3.93246130,,,,0.142,4700.00,0.73,0.70,
Kepler-929,Kepler-929 b,0.92103214,,,,0.099,5869.00,1.01,1.02,
Kepler-93,Kepler-93 b,4.72674000,,0.000000,0.01000,0.140,5669.00,1.09,0.98,
Kepler-93,Kepler-93 c,1460.00000000,,,3.00000,,5669.00,1.09,0.98,
Kepler-930,Kepler-930 b,71.45177750,,,,0.190,6335.00,1.25,1.40,
Kepler-931,Kepler-931 b,8.03755877,,,,0.119,5241.00,0.86,0.81,
Kepler-932,Kepler-932 b,1.92143740,,,,0.122,5331.00,0.87,0.84,
Kepler-933,Kepler-933 b,14.20443009,,,,0.219,5346.00,0.87,0.84,
Kepler-934,Kepler-934 b,55.67383090,,,,0.186,5001.00,0.81,0.77,
Kepler-935,Kepler-935 b,4.88083852,,,,0.120,4830.00,0.78,0.73,
Kepler-936,Kepler-936 b,10.56134221,,,,0.129,5482.00,0.92,0.89,
Kepler-937,Kepler-937 b,67.66882700,,,,0.332,6095.00,1.15,1.22,
Kepler-937,Kepler-937 c,153.34336400,,,,0.238,6095.00,1.15,1.22,
Kepler-938,Kepler-938 b,52.62984170,,,,0.198,5533.00,0.92,0.89,
Kepler-939,Kepler-939 b,14.87829600,,,,0.156,5471.00,0.88,0.85,
Kepler-94,Kepler-94 b,2.50806000,,,0.03400,0.313,4781.00,0.81,0.76,
Kepler-94,Kepler-94 c,820.30000000,,,9.83600,,4781.00,0.81,0.76,
Kepler-940,Kepler-940 b,59.62252570,,,,0.298,5769.00,0.97,0.96,
Kepler-941,Kepler-941 b,17.42395198,,,,0.275,5539.00,0.89,0.86,
Kepler-942,Kepler-942 b,44.96417488,,,,0.190,4861.00,0.81,0.75,
Kepler-943,Kepler-943 b,49.77014380,,,,0.529,5612.00,0.93,0.91,
Kepler-944,Kepler-944 b,43.31677370,,,,0.235,5409.00,0.86,0.83,
Kepler-945,Kepler-945 b,31.00338140,,,,0.235,5718.00,0.97,0.97,
Kepler-946,Kepler-946 b,11.79162572,,,,0.172,5665.00,0.94,0.93,
Kepler-947,Kepler-947 b,26.96443170,,,,0.203,5508.00,0.90,0.87,
Kepler-948,Kepler-948 b,7.76846622,,,,0.165,5679.00,0.96,0.94,
Kepler-949,Kepler-949 b,8.68930730,,,,0.260,5403.00,0.89,0.86,
Kepler-95,Kepler-95 b,11.52310000,,,0.04100,0.305,5699.00,1.08,1.41,
Kepler-950,Kepler-950 b,98.71804060,,,,0.801,5857.00,1.02,1.02,
Kepler-951,Kepler-951 b,71.52530845,,,,0.499,4834.00,0.77,0.73,
Kepler-952,Kepler-952 b,130.35469190,,,,0.682,5730.00,1.00,0.99,
Kepler-953,Kepler-953 b,88.40655258,,,,0.376,5416.00,0.95,0.99,
Kepler-953,Kepler-953 c,9.10967112,,,,0.106,5416.00,0.95,0.99,
Kepler-954,Kepler-954 b,16.78176602,,,,0.207,4990.00,0.82,0.76,
Kepler-955,Kepler-955 b,14.53244172,,,,0.279,5350.00,0.89,0.84,
Kepler-956,Kepler-956 b,5.24867263,,,,0.268,6040.00,1.10,1.15,
Kepler-957,Kepler-957 b,5.90741354,,,,0.491,4963.00,0.81,0.75,
Kepler-958,Kepler-958 b,9.76788050,,,,0.184,5421.00,0.91,0.86,
Kepler-959,Kepler-959 b,14.80074836,,,,0.391,7005.00,1.60,2.01,
Kepler-96,Kepler-96 b,16.23850000,,,0.02700,0.238,5690.00,1.00,1.02,
Kepler-960,Kepler-960 b,3.12686223,,,,0.204,4755.00,0.77,0.72,
Kepler-961,Kepler-961 b,16.87727414,,,,0.227,5582.00,0.96,0.90,
Kepler-962,Kepler-962 b,12.05707239,,,,0.176,5478.00,0.93,0.86,
